Amount,Date,Expense_Category,Description
19.25,2018-06-01,Utilities,Lawn
39.99,2018-06-04,Gym,Monthly gym fee
50.0,2018-06-01,Rent,Application Fee
7.88,2018-06-08,Car,Parking
5.26,2018-06-07,Car,Parking
44.98,2018-06-07,Disposable,Madhatter
5.0,2018-06-06,Car,Parking
8.13,2018-06-05,Car,Parking
81.95,2018-06-07,Disposable,DC Fray
1.0,2018-06-06,School,Return book
31.6,2018-06-06,Car,Gas
8.99,2018-06-08,Entertainment,Scribd
7.5,2018-06-07,Disposable,Uber to DC
37.0,2018-06-09,Disposable,Medium Rare brunch
19.5,2018-06-09,Disposable,Blue Jacket
18.17,2018-06-09,Disposable,Wok n Rolle
14.68,2018-06-10,Disposable,Uber home
12.46,2018-06-09,Disposable,Uber
130.27,2018-06-11,Disposable,Pink Jeep Tours (for Sedona)
71.15,2018-06-12,Disposable,El Tovar hotel deposit
7.88,2018-06-11,Car,Parking
11.58,2018-06-10,Utilities,Gas
8.0,2018-06-09,Disposable,Food
7.5,2018-06-08,Disposable,Drinks
2.85,2018-06-07,Disposable,hit
12.45,2018-06-11,Disposable,Giant groceries
9.99,2018-06-11,Entertainment,Spotify
22.05,2018-06-16,Disposable,Totino's and vape
7.12,2018-06-17,Disposable,Uber home from VA's
9.13,2018-06-15,Car,Parking
4.319999999999997,2018-06-16,Disposable,Weekend Ubers
9.13,2018-06-14,Car,Parking
28.0,2018-06-14,Disposable,Guapo's
10.99,2018-06-14,School,Udemy Python Bootcamp
10.99,2018-06-14,Entertainment,Netflix
5.0,2018-06-13,Car,Parking
10.95,2018-06-15,Car,Parking
35.0,2018-06-18,Car,EZ Pass
31.27,2018-06-19,Utilities,Electric
45.0,2018-06-14,Disposable,Dr. Alfonzo
54.09,2018-06-23,Disposable,Target shopping
20.51,2018-06-23,Disposable,TJ Maxx
32.24,2018-06-23,Car,Gas
9.52,2018-06-23,Disposable,Lyft
10.95,2018-06-19,Car,Parking
11.0,2018-06-21,Car,Parking
13.98,2018-06-19,Disposable,Giant groceries
8.63,2018-06-22,Car,Parking
148.29,2018-06-22,Phone,Verizon bill
13.8,2018-06-23,Disposable,Uber
14.22,2018-06-23,Disposable,Uber
17.5,2018-06-15,Disposable,Pizza
7.95,2018-06-16,Disposable,Uber
22.05,2018-06-17,Disposable,7-Eleven
8.14,2018-06-17,Disposable,Uber
7.12,2018-06-18,Disposable,Uber
9.85,2018-06-18,Disposable,Mezeh
5.0,2018-06-20,Car,Parking
785.34,2018-06-25,Rent,Rent
80.0,2018-06-22,Disposable,Dinner at Circa
20.0,2018-06-22,Disposable,1831
75.04,2018-06-22,Disposable,Juul for Sueah and Totinos
15.0,2018-06-21,Disposable,Chicken & Whiskey
22.0,2018-06-23,Disposable,Va?
52.75,2018-06-25,Rent,Security Deposit
22.0,2018-06-24,Disposable,BKK
25.0,2018-06-24,Disposable,Crafthouse
13.8,2018-06-24,Disposable,Uber
19.0,2018-06-24,Disposable,Capo
13.2,2018-06-24,Disposable,Wet Dog Tavern
13.45,2018-06-24,Disposable,Chick-Fil-A
5.0,2018-06-27,Car,Parking
11.93,2018-06-27,Disposable,DT 5275
6.08,2018-06-28,Disposable,Dunkin breakfast
46.4,2018-06-28,Disposable,Uber to Dulles
213.0,2018-06-28,Disposable,Withdrawing cash
37.0,2018-06-29,Disposable,Bit & Spur
24.0,2018-06-29,Disposable,El Tovar
31.0,2018-06-29,Disposable,Peekaboo Canyon Wood Fire
84.0,2018-06-30,Disposable,El Tovar Dining
14.96,2018-06-30,Disposable,Café
0.99,2018-06-21,Entertainment,iTunes
15.52,2018-06-29,Utilities,Mulch
59.25,2018-06-30,Utilities,Lawn Love
35.0,2018-06-29,Disposable,Zion park entrance fee
113.75,2018-06-30,Utilities,Maids
8.33,2018-06-28,Utilities,Renters
46.5,2018-06-27,Disposable,Weed pen
7.75,2018-06-26,Utilities,Water
82.5,2018-06-26,Utilities,Movers
5.0,2018-05-02,Car,Parking
11.99,2018-05-03,School,Udemy course (ElasticSearch)
12.04,2018-05-06,Disposable,Uber
7.6,2018-05-06,Disposable,Uber to AdMo
2.73,2018-05-06,Disposable,Uber to SaufHaus (uber credits)
11.0,2018-05-06,Disposable,Jumbo Slice
7.0,2018-05-04,Utilities,Water
6.72,2018-05-05,Disposable,Target
196.67,2018-05-05,Disposable,Costco
4.39,2018-05-05,Disposable,Costco salad
8.99,2018-05-07,Entertainment,Scribd
7.88,2018-05-04,Car,Parking
24.98,2018-05-03,Disposable,CVS
39.99,2018-05-03,Gym,Monthly gym fee
9.99,2018-05-09,Entertainment,Spotify
4.13,2018-05-08,Car,Parking
6.0,2018-05-09,Car,Parking
2.2,2018-05-09,Disposable,Bronx Pizza
13.91,2018-05-08,Disposable,Beer
9.99,2018-05-07,School,Udemy course (Hadoop)
9.99,2018-05-07,School,Udemy course (Spark)
110.0,2018-05-06,Disposable,Sauf Haus
5.0,2018-05-16,Car,Parking
6.15,2018-05-15,Disposable,Deli sandwich
10.99,2018-05-14,Entertainment,Netflix
18.4,2018-05-12,Disposable,Johnny Pistolas
7.4,2018-05-12,Disposable,Uber
7.0,2018-05-10,Disposable,Top Golf
16.61,2018-05-16,Disposable,Giant groceries
7.88,2018-05-17,Car,Parking
32.29,2018-05-16,Car,Gas
9.5,2018-05-14,Disposable,Drinks for soccer
18.75,2018-05-14,Utilities,Lawn
2.63,2018-05-11,Car,Parking
21.63,2018-05-16,Disposable,Passport Program (my half)
52.06,2018-05-17,Disposable,Flagstaff AirBnB
37.34,2018-05-19,Disposable,Uber home
11.08,2018-05-19,Disposable,Taco Bell
13.81,2018-05-18,Disposable,Uber to Maxine's
21.0,2018-05-19,Disposable,Jumbo Slice
3.25,2018-05-20,Disposable,Pleasant Pop
16.0,2018-05-19,Car,Safety Inspection
0.99,2018-05-20,Entertainment,iTunes
2.88,2018-05-19,Car,Parking
3.3,2018-05-19,Disposable,Box for book
7.88,2018-05-18,Car,Parking
148.29,2018-05-22,Phone,Verizon bill
785.0,2018-05-21,Rent,Rent
60.0,2018-05-21,Disposable,Flavio
49.0,2018-05-19,Disposable,Masa 14
24.75,2018-05-18,Utilities,quarterly pest control
49.25,2018-05-15,Utilities,Maids
15.0,2018-05-14,Disposable,Classy date night w/ VA
50.0,2018-05-12,Utilities,TV
27.88,2018-05-10,Utilities,Gas
5.0,2018-05-30,Car,Parking
9.97,2018-05-30,Disposable,HelloFresh
23.0,2018-05-28,Disposable,Margarita @ California Pizza
35.0,2018-05-27,Disposable,XS - Encore
21.95,2018-05-26,Disposable,Whittleseablue
6.95,2018-05-26,Disposable,Vending machine
36.0,2018-05-26,Disposable,MGM Grand Bar
30.99,2018-05-26,Disposable,Asos for VA
15.13,2018-05-25,Disposable,Nathan's Famous
87.0,2018-05-25,Disposable,Beach Club-Encore
9.12,2018-05-25,Disposable,The Grove-Washington
21.4,2018-05-25,Disposable,Taxi Las Vegas
31.0,2018-05-24,Disposable,Bonchon
1.0,2018-05-24,Entertainment,Wall Street Journal
5.0,2018-05-23,Car,Parking
150.0,2018-05-26,Disposable,Drugs
23.0,2018-05-24,Disposable,Haircut
5.29,2018-05-24,Disposable,CVS
95.44,2018-05-25,Disposable,Vegas Alcohol
71.33,2018-05-24,Disposable,Target
60.0,2018-05-23,Disposable,MGM hotel payment
5.0,2018-05-27,Disposable,Taxi to airport
6.25,2018-05-29,Utilities,Renter's
116.67,2018-05-29,Rent,Installment fee
21.41,2018-05-21,Disposable,Giant groceries
50.0,2018-05-31,Disposable,Declaration (passport bar)
27.0,2018-04-01,Disposable,Weed
39.99,2018-04-02,Gym,Monthly Fee
63.44,2018-04-02,Disposable,Lululemon gift for Brian
7.0,2018-04-08,Disposable,Groupon for Bowling
6.0,2018-04-06,Disposable,Taco Bell
14.0,2018-04-08,Disposable,Bowling
20.0,2018-04-07,Disposable,Decades cover
15.54,2018-04-05,Disposable,Giant food
100.0,2018-04-09,Disposable,MGM Grand deposit
87.8,2018-04-07,Disposable,Penn Social drinks
45.57,2018-04-04,School,Books
3139.0,2018-04-05,School,Summer Tuition
272.2,2018-04-09,Disposable,Ticket back from Vegas
309.19,2018-04-09,Disposable,Ticket to Vegas
31.5,2018-04-07,Disposable,Drinks/Food at El Rey
15.15,2018-04-07,Disposable,Taco Bell
33.0,2018-04-08,Disposable,Drinks at Decades
28.0,2018-04-10,Disposable,B Wings
12.18,2018-04-08,Disposable,AMF Bowling
4.99,2018-04-09,Entertainment,Spotify
36.55,2018-04-11,Utilities,Gas
556.08,2018-04-13,Car,Geico Insurance
8.99,2018-04-13,Entertainment,Scribd
27.57,2018-04-12,Car,Gas
20.0,2018-04-13,Car,Metro Card
446.48999999999995,2018-04-15,Disposable,Costco
47.0,2018-04-14,Disposable,Anbar brunch
15.0,2018-04-15,Disposable,IHOP
10.99,2018-04-14,Entertainment,Netflix
51.2,2018-04-13,Disposable,Martin Garrix tickets
64.0,2018-04-13,Disposable,Calvin Harris tickets
71.12,2018-04-13,Disposable,David Guetta tickets
71.12,2018-04-13,Disposable,Kygo tickets
75.0,2018-04-12,Disposable,Hotel for DT's wedding
4.17,2018-04-14,Disposable,Taco Bell
52.0,2018-04-13,Disposable,El Centro dinner date
26.58,2018-04-17,Utilities,Electric bill
58.25,2018-04-17,Utilities,Sewer + refuse 3 months
785.0,2018-04-20,Rent,Rent
21.0,2018-04-17,Disposable,haircut
0.99,2018-04-19,Entertainment,iTunes
15.0,2018-04-17,Disposable,Sushi Yoshi
19.25,2018-04-20,Utilities,Lawn Love
19.95,2018-04-23,Car,Parking
2.88,2018-04-23,Car,Parking
6.63,2018-04-24,Car,Parking
28.17,2018-04-24,Car,Gas
8.19,2018-04-20,Disposable,Lotus Express
56.0,2018-04-21,Disposable,Parkside Lounge
16.5,2018-04-21,Disposable,Avenida Cantina
15.0,2018-04-22,Disposable,Hairy Lemon
148.85,2018-04-22,Phone,Verizon Bill
9.0,2018-04-22,Disposable,Solo Pizza
57.5,2018-04-22,Disposable,Donnybrook
62.48,2018-04-22,Disposable,Sidewalk Bar
16.61,2018-04-27,Disposable,Groceries
6.0,2018-04-27,Car,Parking
8.03,2018-04-29,Disposable,Potbelly
32.0,2018-04-28,Disposable,Brixton drinks
20.0,2018-04-28,Disposable,Nellie shots
34.0,2018-04-28,Disposable,Bob & Edith's
52.66,2018-03-02,Disposable,Kapnos
32.0,2018-03-03,Disposable,Local 16 brunch
8.280000000000001,2018-03-02,Utilities,Cleaning supplies
39.99,2018-03-03,Gym,Monthly fee
5.98,2018-03-03,Disposable,Bfast
24.17,2018-03-04,Disposable,Giant groceries
62.0,2018-03-04,Disposable,Penn Social
3.13,2018-03-04,Disposable,Starbucks
16.87,2018-03-03,Disposable,Uber back from Penn Social
8.14,2018-03-03,Disposable,Uber from Local 16 to Penn Social
13.86,2018-03-03,Disposable,Uber to Local16
9.0,2018-03-03,Disposable,Jumbo Slice
14.4,2018-03-03,Disposable,Uber home from AdMo
20.0,2018-03-02,Disposable,Town Tavern
7.58,2018-03-02,Disposable,Chipotle
5.31,2018-03-02,Disposable,Uber to Kapnos
8.99,2018-03-07,Entertainment,Scribd
10.25,2018-03-07,Disposable,Giant (chicken and vegetables)
5.0,2018-03-10,Disposable,Uber to Mission
12.5,2018-03-12,Disposable,Uber to VA's
4.99,2018-03-10,Entertainment,Spotify
45.0,2018-03-09,Disposable,Weed
50.0,2018-03-13,Utilities,TV
28.19,2018-03-15,Car,Gas
10.13,2018-03-14,Disposable,Groceries
45.0,2018-03-17,Disposable,Nagoya
19.47,2018-03-18,Disposable,Potbelly
10.99,2018-03-14,Entertainment,Netflix
14.3,2018-03-17,Disposable,Uber back from Soundcheck
8.08,2018-03-16,Disposable,Uber to Soundcheck
7.61,2018-03-16,Disposable,Uber to Paul's
23.05,2018-03-19,Utilities,Electric bill
15.0,2018-03-17,Disposable,TopGolf
21.0,2018-03-17,Disposable,B Dubs
39.67,2018-03-14,Utilities,Gas bill
91.5,2018-03-16,Disposable,Soundcheck drinks
0.99,2018-03-21,Entertainment,iTunes
7.85,2018-03-24,Disposable,Uber to VA's
5.0,2018-03-24,Disposable,Uber to El Centro
4.87,2018-03-24,Disposable,Uber home from March
17.5,2018-03-24,Disposable,Lunch at Circa
3.0,2018-03-22,Utilities,Draino
49.25,2018-03-23,Utilities,Maids
2.12,2018-03-23,Utilities,Mouse traps
785.0,2018-03-23,Rent,Rent
148.88,2018-03-22,Phone,Verizon Bill
63.0,2018-03-27,Disposable,Bus ticket to NYC and back
35.0,2018-03-23,Disposable,Tempo Restaurant
35.5,2018-03-25,Disposable,Drinks at El Centro
31.8,2018-03-25,Disposable,Sushi Rock
19.5,2018-03-29,Disposable,Carlos Mencia tickets
220.2,2018-03-29,Disposable,Flight to Las Vegas
203.2,2018-03-29,Disposable,Flight home from Phoenix
22.64,2018-03-25,Disposable,Guapo's
3.2,2018-03-28,Utilities,Mouse traps
3.64,2018-03-29,Disposable,Ubers to/from Comedy show
11.0,2018-03-31,Disposable,Don Tito's
3.85,2018-03-31,Disposable,Bronx Pizza
3.19,2018-03-31,Disposable,Uber
18.0,2018-03-30,Disposable,El Rey
10.0,2018-03-31,Disposable,801 Bar
37.64,2018-03-31,Disposable,Busboys and Poets
39.99,2018-02-02,Gym,Monthly fee
26.31,2018-02-02,Car,Gas
6.03,2018-02-02,Disposable,Giant groceries
10.15,2018-02-03,Disposable,Solo Cups
9.0,2018-02-04,Disposable,Jumbo Slice
8.0,2018-02-04,Disposable,SB beer
40.6,2018-02-04,Disposable,Johnny Pistolas
2639.0,2018-02-05,School,Winter tuition
23.5,2018-02-07,Disposable,Beer at Bonchon
136.0,2018-02-07,Disposable,RPM VA Bday Dinner
24.5,2018-02-07,Disposable,Bob & Ediths
5.05,2018-02-08,Car,Parking
8.99,2018-02-08,Entertainment,Scribd
76.2,2018-02-09,Utilities,Gas
37.05,2018-02-09,Disposable,Don Diablo
94.64,2018-02-09,Car,Ticket
9.99,2018-02-10,Entertainment,Spotify
10.94,2018-02-10,Disposable,Uber to Decades
12.51,2018-02-10,Disposable,Uber to VA
3.03,2018-02-10,Disposable,Decades Cranberry Juice
15.58,2018-02-10,Disposable,Little Miss Whiskey
22.0,2018-02-10,Disposable,Essan
22.0,2018-02-12,Disposable,HairCut
3.37,2018-02-12,Disposable,Siracha from Giant
10.99,2018-02-14,Entertainment,Netflix
23.01,2018-02-15,Car,Gas
34.88,2018-02-16,Disposable,Giant groceries
30.5,2018-02-16,Utilities,Electricity
4.13,2018-02-18,Disposable,Chipotle
16.12,2018-02-18,Disposable,Uber to Echostage
22.09,2018-02-18,Disposable,Uber back from Echo
71.95,2018-02-20,Disposable,DC Fray
785.0,2018-02-21,Rent,Rent
0.99,2018-02-21,Entertainment,iTunes
7.58,2018-02-21,Disposable,Chipotle
5.0,2018-02-22,Disposable,$5 Lunch
6.24,2018-02-22,Disposable,Guac
146.8,2018-02-22,Phone,Verizon Bill
18.45,2018-02-23,Disposable,Lube
7.78,2018-02-24,Car,gas
241.08999999999997,2018-02-24,Disposable,Costco groceries
20.5,2018-02-24,Disposable,Bdubs
25.8,2018-02-25,Car,Gas
4.0,2018-02-26,Car,Parking for brunch
10.76,2018-02-23,Disposable,Taco Bell
8.25,2018-02-24,Utilities,Paper towels and Toilet paper
49.5,2018-02-22,Utilities,Maids
23.0,2018-02-19,Disposable,Sam Feldt
6.25,2018-02-28,Utilities,Water
7.0,2018-02-27,Utilities,Renters
39.99,2018-01-02,Gym,Gym bill
8.13,2018-01-01,Disposable,Taco Bell
21.0,2018-01-01,Disposable,Public House bfast
220.24,2018-01-02,Disposable,Gaylord Hotel
3.99,2018-01-04,Entertainment,22 Jumpstreet
8.19,2018-01-04,Disposable,work bfast
187.59,2018-01-13,Disposable,WISP
25.26,2018-01-11,Car,Gas
25.4,2018-01-11,Disposable,Liquor
4.99,2018-01-10,Entertainment,Spotify
55.71,2018-01-09,Disposable,HIV/STD test
3.49,2018-01-09,Disposable,Planner
8.99,2018-01-08,Entertainment,Scribd
30.6,2018-01-15,Disposable,WISP food
8.47,2018-01-11,Disposable,WISP food
6.68,2018-01-11,Disposable,McDonalds
168.85,2018-01-09,School,Textbooks
151.57,2018-01-08,Disposable,WISP lift tickets
69.98,2018-01-08,School,Textbook
20.0,2018-01-15,Disposable,FIFA 18
50.0,2018-01-15,Utilities,TV
13.0,2018-01-15,Disposable,Bob and Edith's
55.2,2018-01-13,Disposable,Maxine's Bday limo
30.0,2018-01-11,Disposable,Weed
20.0,2018-01-11,Disposable,WISP food
32.0,2018-01-02,Disposable,Bowling
88.33,2018-01-02,Disposable,Soccer
8.0,2018-01-07,Disposable,Beer
13.55,2018-01-08,Disposable,Uber
24.0,2018-01-06,Disposable,Local 16
23.55,2018-01-05,School,Book
21.0,2018-01-04,Disposable,Bracket Room
10.99,2018-01-14,Entertainment,Netflix
5.3,2018-01-14,Disposable,McDonalds
785.0,2018-01-22,Rent,Rent
0.99,2018-01-20,Entertainment,iTunes
241.85,2018-01-20,Disposable,Costco
26.35,2018-01-22,Car,Gas
44.59,2018-01-22,Disposable,CVS
41.8,2018-01-20,Disposable,Wine
74.19,2018-01-20,Disposable,Humidifer for VA
19.0,2018-01-20,Disposable,Decades
53.0,2018-01-20,Disposable,Blackwall Hitch
18.33,2018-01-21,Disposable,Uber
146.8,2018-01-22,Phone,Verizon bill
36.11,2018-01-21,Disposable,Decades table
28.2,2018-01-18,Utilities,Electricity
51.45,2018-01-16,Utilities,Sewer refuse
24.75,2018-01-24,Utilities,Pest Control
49.25,2018-01-24,Utilities,Maids
6.25,2018-01-26,Utilities,Renters
40.0,2018-01-23,Disposable,Drinks at MO at 9:30
47.95,2018-01-29,Disposable,Baked by Melissa
7.03,2018-01-27,Disposable,Burger King
18.49,2018-01-23,Disposable,Uber
15.0,2017-12-04,Disposable,Uber pass
41.44,2017-12-07,Disposable,Bong for Denis
111.2,2017-12-06,Disposable,Lana Del Rey tickets for Brian
97.49,2017-12-05,Disposable,Soda Stream for VA
7.9,2017-12-02,Disposable,Uber
7.62,2017-12-02,Disposable,Uber
39.0,2017-12-07,Disposable,Groupon Restaurant/Movie
119.5,2017-12-06,Disposable,Bus tickets to NYC
133.38,2017-12-04,Disposable,NYE tickets
4.15,2017-12-07,Car,Parking
8.99,2017-12-06,Entertainment,Scribd
78.99,2017-12-07,Gym,Gym + annual maintenance fee
8.0,2017-12-06,Car,Purchase car record
3.0,2017-12-07,Disposable,doobiez
5.0,2017-12-04,Disposable,Christmas tree
47.0,2017-12-01,Disposable,Blue Jacket
8.97,2017-12-10,Disposable,Uber to VA from Union
32.93,2017-12-10,Disposable,Chinese food
15.85,2017-12-11,Disposable,Uber
9.99,2017-12-11,Entertainment,Spotify
86.0,2017-12-10,Disposable,NYC Dinner (me and VA)
38.0,2017-12-09,Disposable,DL Lounge NYC
7.0,2017-12-09,Disposable,Stanton Pizza
20.845,2017-12-18,Utilities,Electric bill
50.0,2017-12-14,Utilities,TV
9.75,2017-12-17,Disposable,Ice Cream
62.0,2017-12-17,Disposable,Bus tickets back from Philly
16.46,2017-12-17,Disposable,Cheesesteaks
40.0,2017-12-17,Disposable,Club cover
18.0,2017-12-16,Disposable,Ale House
24.04,2017-12-11,Car,Gas
14.56,2017-12-17,Disposable,Uber
9.3,2017-12-17,Disposable,Uber
11.69,2017-12-16,Disposable,Uber
9.99,2017-12-14,Entertainment,Netflix
500.0,2017-12-11,School,Deposit
7.91,2017-12-30,Disposable,Uber
49.81,2017-12-30,Disposable,Laptop charger
10.0,2017-12-28,Disposable,Circa
26.0,2017-12-28,Disposable,Miss Saigon
25.0,2017-12-27,Disposable,TGIF
25.0,2017-12-26,Disposable,Blue Ridge Grill
4.69,2017-12-23,Disposable,Uber
8.15,2017-12-23,Disposable,Uber
146.77,2017-12-22,Phone,Verizon bill
37.58,2017-12-21,Disposable,Chipotle gift card
810.0,2017-12-22,Rent,Rent + back payments
46.0,2017-12-30,Disposable,Bracket Room brunch
27.0,2017-12-25,Disposable,Oprah book for Mom
8.0,2017-12-27,Utilities,Water bill
6.25,2017-12-27,Utilities,Renter's insurance
25.0,2017-12-24,Disposable,Cherry Pie
5.0,2017-12-23,Disposable,Danny ride
20.05,2017-12-29,Car,Gas
13.19,2017-12-29,Disposable,Whole Foods
22.5,2017-12-29,Disposable,Hair cut
181.61,2017-12-28,Disposable,Laptop supplies + gift card
0.99,2017-12-21,Entertainment,iTunes
12.18,2017-12-31,Disposable,Ices
25.42,2017-12-31,Disposable,Liquor
32.0,2017-12-30,Disposable,Bowling
40.0,2017-12-29,Disposable,Yechon
24.9,2017-12-31,Disposable,Cadillac Ranch - DC
9.91,2017-12-30,Disposable,Uber
65.0,2017-11-01,Disposable,Penn State app fee
50.0,2017-11-02,Disposable,GoFund Me UVA soccer
109.5,2017-11-02,Disposable,MØ and Kygo shows
49.25,2017-11-01,Utilities,Maid
88.0,2017-11-02,Disposable,Fogo de Chao
5.45,2017-11-02,Car,Parking
22.5,2017-11-02,Disposable,Hair Cuttery
3.29,2017-11-05,Disposable,Yadi's Uber
11.65,2017-11-04,Disposable,Champagne Harris Teeter
13.19,2017-11-04,Disposable,Uber
24.99,2017-11-04,Car,Gas
4.5,2017-11-04,Disposable,Uber to Wiz game
13.27,2017-11-04,Disposable,Uber to DC
20.0,2017-11-04,Disposable,Lyft back from AdMo
75.0,2017-11-05,Disposable,Syracuse app fee
33.0,2017-11-15,Disposable,HoneyPig
5.05,2017-11-14,Car,Parking
4.99,2017-11-14,Entertainment,Spotify
14.39,2017-11-15,Disposable,Bob and Edith's
10.92,2017-11-13,Disposable,Chipotle
9.0,2017-11-13,Disposable,Jumbo Slice
19.11,2017-11-13,Disposable,Uber
16.0,2017-11-13,Disposable,Bonchon
41.0,2017-11-13,Disposable,Crumbs and Whiskers
7.58,2017-11-10,Disposable,Chipotle
8.99,2017-11-08,Entertainment,Scribd
39.99,2017-11-07,Gym,Gym fee
27.0,2017-11-07,Disposable,Lyft for Wiz game
28.0,2017-11-06,Disposable,Busboys and Poets
15.0,2017-11-11,Disposable,Flash cover
50.0,2017-11-14,Utilities,TV
16.0,2017-11-12,Disposable,Lyfts
60.0,2017-11-03,Disposable,Caps
9.99,2017-11-15,Entertainment,Netflix
15.36,2017-11-15,Disposable,Fruit for Pat
120.0,2017-11-18,Disposable,Ski Trip
15.0,2017-11-19,Disposable,IHOP
1.0,2017-11-19,Disposable,Taco Bell
25.59,2017-11-18,Disposable,Sushi Para
0.99,2017-11-19,Entertainment,iTunes
29.19,2017-11-18,Car,Gas
28.0,2017-11-18,Disposable,Spy Museum tickets
17.31,2017-11-20,Disposable,Uber
7.0,2017-11-17,Disposable,Right Proper
35.5,2017-11-20,Disposable,9:30 Club
19.98,2017-11-16,Disposable,Uber
8.84,2017-11-16,Disposable,Uber
780.0,2017-11-21,Rent,Rent
52.38,2017-11-23,Disposable,Groupon Beats Headphones
207.83,2017-11-22,Disposable,Costco
7.58,2017-11-22,Disposable,Chipotle
5.0,2017-11-25,Disposable,Weed
20.5,2017-11-26,Disposable,Taco Bell
47.0,2017-11-26,Disposable,El Centro Brunch
20.69,2017-11-27,Disposable,Ubers to/from brunch
45.39,2017-11-25,Car,Ford maintenance
13.77,2017-11-25,Disposable,Liquor
5.51,2017-11-25,Disposable,Mixers
53.0,2017-11-25,Disposable,The Anthem
116.58,2017-11-25,Disposable,Protein
15.87,2017-11-25,Disposable,Adidas
25.04,2017-11-27,Utilities,Electric Bill
62.66,2017-11-26,Disposable,Public Bar
34.0,2017-11-27,Disposable,Johnny Pistolas
24.97,2017-11-28,Car,Gas
146.77,2017-11-27,Phone,Verizon Bill
8.0,2017-11-27,Disposable,Uber back from Public
8.87,2017-11-27,Disposable,Uber to pregame
12.09,2017-11-27,Disposable,Uber to Public
49.25,2017-11-30,Utilities,Maids
29.64,2017-11-30,Utilities,Gas
6.25,2017-11-30,Utilities,Renters Insurance
24.0,2017-10-04,Disposable,Triump Brewing Comp
39.99,2017-10-02,Gym,Sport & Health
15.5,2017-10-02,Disposable,Busboys & Potes
60.0,2017-10-02,Disposable,Decades
12.15,2017-10-02,Disposable,Uber
5.85,2017-10-02,Disposable,Uber
7.85,2017-10-02,Disposable,Uber
20.9,2017-10-02,Disposable,We the Pizza
13.84,2017-10-02,Disposable,Good Stuff
24.75,2017-10-03,Disposable,Pitbull Beer
27.4,2017-10-04,Utilities,Gas bill
9.49,2017-10-04,Disposable,Uber back from Pitbull
7.0,2017-10-04,Utilities,Water
49.25,2017-10-06,Utilities,Maid service
19.25,2017-10-07,Utilities,Lawn service
52.0,2017-10-07,Disposable,Zedd tickets
80.0,2017-10-07,Disposable,Decades
4.49,2017-10-08,Disposable,Uber
56.9,2017-10-08,Disposable,Squirrel costume
1.88,2017-10-08,Car,parking
7.99,2017-10-07,Disposable,Uber
100.61,2017-10-07,Disposable,Costco
158.87,2017-10-07,Disposable,Nordstrom Rack
8.45,2017-10-07,Disposable,Uber
8.13,2017-10-07,Disposable,Uber
27.29,2017-10-06,Car,Gas
46.93,2017-10-06,Disposable,Trader Joe's
13.86,2017-10-05,Disposable,Thai's Corner
5.5,2017-10-04,Disposable,McDonalds
15.0,2017-10-09,Disposable,Buffalo Billiards
50.0,2017-10-13,Utilities,TV
4.99,2017-10-12,Entertainment,Spotify
76.75,2017-10-16,Utilities,Sewer & refuse 3 months
3.0,2017-10-11,Disposable,McDonalds
24.52,2017-10-10,Disposable,?
25.0,2017-10-10,Disposable,Johnny Pistolas
6.58,2017-10-16,Disposable,McDonalds
9.8,2017-10-16,Disposable,Stanton Pizza
10.0,2017-10-16,Disposable,Slice and Co
11.3,2017-10-16,Disposable,Taxi
19.0,2017-10-16,Disposable,The Red Lion
20.0,2017-10-16,Disposable,The Grayson
25.92,2017-10-16,Disposable,Cornerstone Café
27.0,2017-10-16,Disposable,Pause Café
55.0,2017-10-16,Disposable,Dos Caminos
68.0,2017-10-16,Disposable,The Chester
34.6275,2017-10-17,Utilities,Electricity
9.99,2017-10-17,Entertainment,Netflix
477.09,2017-10-18,Car,Geico Insurance
780.0,2017-10-25,Rent,Rent
4.99,2017-10-22,Disposable,Uber
7.99,2017-10-22,Disposable,Uber
24.37,2017-10-21,Disposable,Jaeger
21.2,2017-10-21,Disposable,Lids
24.16,2017-10-21,Disposable,Lube
3.08,2017-10-21,Disposable,Gatorade
7.99,2017-10-21,Disposable,Uber
9.0,2017-10-21,Disposable,Jumbo Slice
4.99,2017-10-21,Disposable,Uber
12.0,2017-10-21,Disposable,Hookah
24.39,2017-10-21,Car,Gas
0.99,2017-10-21,Disposable,Apple
48.75,2017-10-21,Utilities,Pest control
2.13,2017-10-27,Car,Parking
3.18,2017-10-31,Disposable,Chipotle
40.8,2017-10-31,Disposable,Giant
146.77,2017-10-28,Phone,Verizon bill
7.99,2017-10-30,Disposable,Uber
16.0,2017-10-30,Disposable,Drunk food
10.59,2017-10-30,Disposable,Flowers
12.77,2017-10-30,Disposable,Giant
57.0,2017-09-01,Disposable,Wrangler's Steakhouse
17.2,2017-09-01,Disposable,Kountry Kitchen
10.5,2017-09-02,Disposable,Pinks Creamery
10.76,2017-09-02,Disposable,Big Save Markets
31.6,2017-09-04,Disposable,Verde 
13.0,2017-09-04,Disposable,El Toreo
20.0,2017-09-04,Disposable,Kings Row Pub
9.25,2017-09-04,Disposable,Golden Road
11.55,2017-09-04,Disposable,Uber
7.98,2017-09-04,Disposable,Lucky Boy
4.91,2017-09-04,Disposable,Whole Foods
35.06,2017-09-04,Disposable,Uber
5.06,2017-09-04,Disposable,Uber
5.0,2017-09-04,Disposable,Lyft
19.75,2017-09-04,Utilities,Lawn
39.99,2017-09-04,Gym,Sport & Health
